,SecondLargestPropertyUseTypeGFA,SecondLargestPropertyUseType,ENERGYSTARScore,LargestPropertyUseType,LargestPropertyUseTypeGFA,TotalGHGEmissions,SiteEnergyUse,NumberofFloors,NumberofBuildings,CouncilDistrictCode,DefaultData,Latitude,Longitude,Neighborhood,YearBuilt,Outlier,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,BuildingType
3099,12.83110927535702,Office,1.0,business storage,13.6262794165506,5.868390453054454,20.742274892156846,1.584962500721156,1.0,2,False,5.602722645038034,-122.3218127,greater duwamish,1967,normal,business storage,14.429079770309151,0.0,14.429079770309151,Nonresidential COS
3100,0.0,No Use,,Housing,15.364579271512053,5.578334948681608,20.58516978225153,2.807354922057604,1.0,1,False,5.602539914651429,-122.380456,southwest,1998,normal,Housing,15.364579271512053,0.0,15.364579271512053,Multifamily MR (5-9)
3101,0.0,No Use,,Housing,15.164710553468245,4.59215800212536,19.8468416379525,2.807354922057604,1.0,1,False,5.6027263596473365,-122.3849797,southwest,1998,normal,Housing,15.164710553468245,0.0,15.164710553468245,Multifamily MR (5-9)
3102,11.49735289347705,Office,,business storage,15.407168163855259,6.7955851451180616,23.177879662853233,1.0,1.0,2,False,5.601773557191212,-122.3234604,greater duwamish,1970,normal,business storage,14.482492868372631,0.0,14.482492868372631,NonResidential
3103,0.0,No Use,,Other,15.135749360410061,5.4208865749755315,20.089958597754855,2.584962500721156,1.0,2,False,5.601742258636227,-122.3236818,greater duwamish,1907,normal,Other,15.135749360410061,0.0,15.135749360410061,NonResidential
3105,9.231221180711186,Other,73.0,Housing,14.660608773874682,2.575312330687437,19.441821622178967,2.0,1.0,1,False,5.601129507028204,-122.394345,southwest,1964,normal,Housing,14.693650296875768,0.0,14.693650296875768,Multifamily LR (1-4)
3108,13.292752996249979,Other,87.0,Housing,16.36372411811909,4.169123281476757,21.216321947424902,2.0,1.0,5,False,5.606687728353528,-122.3485027,northwest,1982,normal,Housing,16.563762321222498,0.0,16.563762321222498,Multifamily LR (1-4)
3109,0.0,No Use,72.0,Housing,15.64773947276927,3.2942531364445142,20.269623241670494,2.0,1.0,5,False,5.606058988310549,-122.335287,northwest,1986,normal,Housing,15.359680937350838,13.26795708440284,15.66369707477414,Multifamily LR (1-4)
3110,0.0,No Use,70.0,Housing,15.386771885164839,3.089159131911238,20.038176858751854,2.321928094887362,1.0,5,False,5.606059309389518,-122.3344336,northwest,1987,normal,Housing,15.146847069293392,13.296629474285503,15.499970423752185,Multifamily LR (1-4)
3111,0.0,No Use,79.0,Housing,15.401712853426021,3.0,19.937692777054252,2.321928094887362,1.0,5,False,5.606063268962664,-122.334641,northwest,1987,normal,Housing,15.225508720236,12.26883436934376,15.400279077685243,Multifamily LR (1-4)
3112,0.0,No Use,60.0,Housing,15.849405100947758,3.727920454563199,20.745127735132776,2.321928094887362,1.0,5,False,5.6060755415562324,-122.3351002,northwest,1989,normal,Housing,15.793628708616401,0.0,15.793628708616401,Multifamily LR (1-4)
3113,0.0,No Use,81.0,Other,14.827739648806956,4.6194130105979365,19.706696670705693,1.0,1.0,4,False,5.605200468595666,-122.2900312,northeast,1955,normal,Other,14.827739648806956,0.0,14.827739648806956,NonResidential
3115,13.23137120359292,Other,81.0,Office,14.231296194102123,2.6205864104518777,19.49519726866692,2.0,1.0,3,False,5.603905989174193,-122.28053284,east,1982,normal,Office,14.231296194102123,13.23137120359292,14.816233690793002,NonResidential
3116,0.0,No Use,54.0,Housing,15.385896095479689,3.3161457422933562,20.29339979968645,2.321928094887362,1.0,2,False,5.600508205534765,-122.2601961,southeast,1967,normal,Housing,15.385896095479689,0.0,15.385896095479689,Multifamily LR (1-4)
3118,13.00158412208535,business storage,6.0,Office,13.731425107642949,5.575917361118149,20.91463622707276,1.584962500721156,1.0,6,False,5.604535930125931,-122.3621662,ballard,1988,normal,Office,14.325867580575418,0.0,14.325867580575418,NonResidential
3119,13.720564916568025,Other,,Health,14.84979602224561,8.096346198993174,23.253137677025506,1.584962500721156,1.0,7,False,5.604439040946228,-122.3616659,magnolia,1985,normal,Other,15.392921102977633,0.0,15.392921102977633,NonResidential
3120,11.894438854562262,business storage,,Housing,16.034755983652982,5.9595383411126495,21.59550972848408,3.700439718141092,1.0,7,False,5.60312220849101,-122.3403687,downtown,1984,normal,Housing,16.11431170982255,0.0,16.11431170982255,Multifamily HR (10+)
3122,12.759472121202833,business storage,,Housing,16.74941118166009,5.331633567171029,22.42548433436283,3.0,1.0,5,False,5.605922493360704,-122.32503556,north,2008,normal,Housing,16.927442337219222,0.0,16.927442337219222,Multifamily MR (5-9)
3123,11.571752643503546,Other,97.0,Housing,16.75505707983001,4.263785613890803,21.316932785410458,3.0,1.0,5,False,5.605922334287135,-122.32509658,north,2008,normal,Housing,16.878925023018297,0.0,16.878925023018297,Multifamily MR (5-9)
3124,0.0,No Use,1.0,Housing,16.645588074544513,9.101634319640722,23.70344643795525,2.321928094887362,1.0,5,False,5.605923229483043,-122.32480621,north,2008,high outlier,Housing,15.511937919487844,0.0,15.511937919487844,Multifamily LR (1-4)
3125,0.0,No Use,19.0,Housing,14.919282347858973,3.192194165283345,20.155379081002646,1.584962500721156,1.0,5,True,5.606161123954845,-122.3191134,north,1970,normal,Housing,14.919282347858973,0.0,14.919282347858973,Multifamily LR (1-4)
3127,0.0,No Use,1.0,Housing,16.956523632062215,8.739308070860385,23.81117818540284,3.0,1.0,7,False,5.602951818108318,-122.331392,downtown,1908,high outlier,Housing,17.093634199980364,14.286341167831864,17.286277988521423,Multifamily MR (5-9)
3128,0.0,No Use,8.0,Housing,15.41643469747852,7.190022174802645,21.72779667366392,2.321928094887362,1.0,2,False,5.601528796701792,-122.2811551,southeast,2008,normal,Housing,15.41643469747852,0.0,15.41643469747852,Multifamily LR (1-4)
3129,13.436321149754669,Leisure,,Housing,13.436321149754669,5.579843886211581,20.688277632644148,2.0,1.0,2,False,5.602855206612883,-122.33150773,downtown,1900,normal,Other,14.436256074085794,0.0,14.436256074085794,NonResidential
3130,12.47851684767645,business storage,79.0,business storage,14.735132884139947,3.1193561770396756,19.742149869125782,1.0,1.0,2,False,5.602689532281698,-122.3266241,greater duwamish,1922,normal,business storage,15.19078922388038,0.0,15.19078922388038,NonResidential
3131,0.0,No Use,87.0,Housing,14.371844694385855,2.1984941536390834,18.974285739983618,2.321928094887362,1.0,2,False,5.602279293604902,-122.2948436,southeast,1960,normal,Housing,14.371844694385855,0.0,14.371844694385855,Multifamily LR (1-4)
3132,0.0,No Use,85.0,Housing,14.371844694385855,2.2234225499349374,19.0046703603841,2.321928094887362,1.0,2,False,5.602279293604902,-122.2948436,southeast,1960,normal,Housing,14.371844694385855,0.0,14.371844694385855,Multifamily LR (1-4)
3133,0.0,No Use,,Housing,14.313875034039125,2.2898344651775093,19.091319158572404,2.321928094887362,1.0,2,False,5.602279293604902,-122.2948436,southeast,1960,normal,Housing,14.313875034039125,0.0,14.313875034039125,Multifamily LR (1-4)
3134,14.41567575767303,Other,100.0,Housing,15.484162053036979,4.7290088703378625,20.450384666577907,2.321928094887362,1.0,3,False,5.603328986837789,-122.32119751,east,2006,normal,Housing,16.17918989520456,0.0,16.17918989520456,Multifamily LR (1-4)
3135,0.0,No Use,89.0,Office,18.032578500772612,6.797531839571962,23.892417838743924,3.584962500721156,1.0,2,False,5.602806317025219,-122.3277466,downtown,2000,normal,Office,18.032578500772612,0.0,18.032578500772612,NonResidential
3136,12.728770849542663,Office,81.0,Office,15.912187647669791,4.732811872082943,21.80746616597473,3.584962500721156,1.0,2,False,5.602802833584807,-122.3277466,downtown,2000,normal,Office,16.06286830031326,1.584962500721156,16.06282614952467,NonResidential
3137,0.0,No Use,89.0,Office,18.103118732679942,6.620439787651722,23.735782522109897,3.584962500721156,1.0,2,False,5.602778228690033,-122.32774191,downtown,2000,normal,Office,18.059524025970738,0.0,18.059524025970738,NonResidential
3138,0.0,No Use,97.0,Institution,16.57312939520803,7.2457428347537025,21.784698339687004,2.0,1.0,4,False,5.6047941217297,-122.2718132,northeast,1924,normal,Institution,16.57312939520803,0.0,16.57312939520803,NonResidential
3139,0.0,No Use,65.0,Office,15.721099188707186,4.649040565634448,21.720357832913027,2.584962500721156,1.0,7,False,5.603625397331801,-122.359705,magnolia,1982,normal,Office,15.402445862469493,16.57053764252431,15.721099188707186,NonResidential
3140,14.550806896424309,Other,,Housing,16.242894969984373,3.849999259466098,20.876441254648856,2.0,1.0,1,False,5.601693479271953,-122.3846207,southwest,1987,normal,Housing,15.748533562180064,14.550806896424309,16.270532592329147,Multifamily LR (1-4)
3142,12.216442739160492,business storage,,Housing,14.33601832633192,5.212569338850806,20.904214174162476,2.0,1.0,3,False,5.603293386254412,-122.31688902,east,2007,normal,Housing,15.005010431073003,0.0,15.005010431073003,Multifamily LR (1-4)
3143,15.737960274016467,Other,95.0,Housing,16.995877538966038,7.212958362728285,22.429090755701058,2.807354922057604,1.0,4,False,5.604511493244386,-122.3424089,lake union,2012,normal,Housing,17.06014704932879,15.910244529161803,17.596844901263015,Multifamily MR (5-9)
3144,15.116912479008004,Other,91.0,Housing,17.270477842133097,7.137810883416096,22.454539777644875,4.169925001442312,1.0,7,False,5.603396417002997,-122.34837448,downtown,2011,normal,Housing,17.106205084796045,15.093417564387961,17.425576531982898,Multifamily HR (10+)
3145,13.495730134445342,Other,90.0,Housing,15.956693776577154,5.825531251189622,20.9780980449967,2.584962500721156,1.0,1,False,5.6022914039125595,-122.38529071,southwest,2011,normal,Housing,15.956693776577154,0.0,15.956693776577154,Multifamily MR (5-9)
3146,13.609755885423706,business storage,98.0,Leisure,14.026264066069682,8.07804403634318,22.88916655727953,3.807354922057604,1.0,7,False,5.603124686191189,-122.33945645,downtown,1985,normal,Other,15.358136056913853,0.0,15.358136056913853,NonResidential
3147,0.0,No Use,58.0,Housing,15.206289434053067,6.863938450423972,21.332874092599454,2.584962500721156,1.0,7,False,5.603202341889573,-122.33231507,downtown,1925,normal,Housing,15.206289434053067,0.0,15.206289434053067,Multifamily MR (5-9)
3148,16.543409487138952,Housing,100.0,Housing,16.870593494226792,6.813139850890455,22.386269844809593,2.321928094887362,1.0,4,True,5.604878784134608,-122.30187669,northeast,2008,normal,Other,17.439425101397898,16.278812409501896,17.972805943401166,Multifamily LR (1-4)
3149,14.03823313473178,business storage,62.0,Office,16.65058899906161,5.974758730476078,23.081833665589276,4.643856189774724,1.0,7,False,5.603391850972783,-122.35177651,downtown,1982,normal,Office,16.86908773169715,0.0,16.86908773169715,NonResidential
3150,12.203959703239462,Office,,Leisure,13.901338323179536,4.888012585402829,20.300248650151303,1.0,1.0,5,False,5.606435020264671,-122.2980981,north,1965,normal,Other,14.592106599217479,0.0,14.592106599217479,Nonresidential COS
3151,0.0,No Use,,Institution,16.047954620250554,6.180704840195555,21.48379659194355,1.0,1.0,3,False,5.602802040651184,-122.3013658,central,2013,normal,Institution,15.810496325058377,0.0,15.810496325058377,NonResidential
3152,0.0,No Use,,Institution,16.36326212443548,8.77429290133606,23.554030319566998,2.584962500721156,1.0,3,False,5.603414835581779,-122.3217792,east,2006,normal,Institution,16.35811888227958,0.0,16.35811888227958,NonResidential
3153,12.288000889707574,business storage,81.0,Housing,16.199078000139792,6.109569509370688,21.65670940491333,2.807354922057604,1.0,7,False,5.60344728689023,-122.3307739,lake union,2000,normal,Housing,16.282020554677423,0.0,16.282020554677423,Multifamily MR (5-9)
3154,12.943247395901553,Other,95.0,Housing,14.46569393586282,4.817111572795697,19.810866559819527,2.321928094887362,1.0,7,False,5.6043357673219045,-122.3587078,magnolia,2004,normal,Housing,14.46569393586282,0.0,14.46569393586282,Multifamily LR (1-4)
3156,0.0,No Use,57.0,business storage,15.20857730825934,7.4965741969354625,22.982393422126233,1.0,1.0,1,False,5.601743915483533,-122.38541678,southwest,2008,normal,business storage,15.20857730825934,0.0,15.20857730825934,NonResidential
3157,0.0,No Use,91.0,business storage,16.021023330186253,6.1430260038899736,23.03772908501985,1.584962500721156,1.0,3,False,5.603554228903919,-122.3214874,east,1950,normal,business storage,16.021023330186253,0.0,16.021023330186253,NonResidential
3158,0.0,No Use,4.0,business storage,14.956466912764492,4.653633311386255,21.725285950225775,2.321928094887362,1.0,7,False,5.6036267339574914,-122.3471326,magnolia,2006,normal,business storage,15.053713804702275,0.0,15.053713804702275,NonResidential
3159,0.0,No Use,81.0,business storage,15.488750221842011,7.668459556915382,22.998819199975294,2.321928094887362,1.0,7,False,5.603626571366908,-122.34687042,magnolia,2006,normal,business storage,15.488750221842011,0.0,15.488750221842011,NonResidential
3160,0.0,No Use,45.0,Housing,15.08385324935925,3.10936055940423,20.06140151923217,2.584962500721156,1.0,7,False,5.60443584670946,-122.3896193,magnolia,1970,normal,Housing,15.08385324935925,0.0,15.08385324935925,Multifamily MR (5-9)
3161,0.0,No Use,87.0,Housing,15.073513994873228,2.689299160535892,19.57718354371762,2.584962500721156,1.0,7,False,5.60443584670946,-122.3896193,magnolia,1970,normal,Housing,15.073513994873228,0.0,15.073513994873228,Multifamily MR (5-9)
3162,0.0,No Use,85.0,business storage,15.465438862481518,6.564835417010354,22.45828794986169,2.0,1.0,3,True,5.6032935082255175,-122.3212131,east,1996,normal,business storage,15.481294904631099,0.0,15.481294904631099,NonResidential
3163,0.0,No Use,73.0,Housing,15.793628708616401,5.641256998726767,20.944082894927185,2.321928094887362,1.0,5,False,5.60663075728058,-122.3491289,northwest,1984,normal,Housing,15.793628708616401,0.0,15.793628708616401,Multifamily LR (1-4)
3164,0.0,Leisure,,Leisure,15.457669440525343,7.134426320220926,21.75051358930253,1.0,1.0,3,False,5.603381418517295,-122.3019429,central,1991,normal,Other,15.457669440525343,0.0,15.457669440525343,NonResidential
3167,0.0,No Use,88.0,Institution,17.081670670050908,6.890568290306586,22.15346729839589,1.584962500721156,1.0,2,True,5.600634693550681,-122.2714398,southeast,2009,normal,Institution,17.081670670050908,0.0,17.081670670050908,SPS-District K-12
3168,0.0,No Use,85.0,Housing,14.535822116647473,2.2839217723076177,19.083972676252298,2.0,1.0,1,True,5.601492273924185,-122.3633136,delridge,2002,normal,Housing,14.287784512498185,0.0,14.287784512498185,Multifamily LR (1-4)
3169,15.120278383709541,Other,71.0,Housing,17.564722606804857,7.881113960675097,23.115201966004914,4.169925001442312,1.0,3,False,5.603187830196677,-122.3240154,east,2012,normal,Housing,17.564722606804857,15.367721878265787,17.849337900680762,Multifamily HR (10+)
3170,13.553629293916364,Office,27.0,Other,13.860892982338823,5.321928094887363,20.556259058220718,2.0,1.0,2,False,5.602359944217672,-122.3297984,greater duwamish,2004,normal,Other,14.421801860469873,0.0,14.421801860469873,NonResidential
3174,14.16467127561902,Other,64.0,Office,16.167770935719734,4.9804823555382605,22.064314182636632,2.807354922057604,1.0,7,True,5.602929998348783,-122.33378601,downtown,1985,normal,Office,16.111400607416734,0.0,16.111400607416734,NonResidential
3176,0.0,No Use,70.0,Housing,14.573824673504605,2.3812833725037836,19.202805379851934,2.321928094887362,1.0,7,False,5.604464650036101,-122.3920162,magnolia,1968,normal,Housing,14.573824673504605,0.0,14.573824673504605,Multifamily LR (1-4)
3177,15.279501765476558,business storage,,Office,15.32678056760998,8.107687869314374,23.05070508803856,1.0,1.0,2,False,5.60226404740296,-122.3199294,greater duwamish,1966,normal,Other,16.416319232390148,0.0,16.416319232390148,Nonresidential COS
3178,0.0,No Use,60.0,Housing,15.127551065740736,3.0250287944915226,19.967005268430295,2.321928094887362,1.0,2,True,5.602531359123521,-122.3181503,greater duwamish,1968,normal,Housing,15.127551065740736,0.0,15.127551065740736,Multifamily LR (1-4)
3179,0.0,No Use,95.0,Housing,15.39971184285411,2.859969548221026,19.776347886557705,2.321928094887362,1.0,5,True,5.606700793535891,-122.34910229,northwest,1990,normal,Housing,15.39971184285411,0.0,15.39971184285411,Multifamily LR (1-4)
3180,0.0,No Use,100.0,Housing,15.39971184285411,2.4436066514756147,19.28149315085171,2.321928094887362,1.0,5,True,5.606700793535891,-122.34910229,northwest,1990,low outlier,Housing,15.39971184285411,0.0,15.39971184285411,Multifamily LR (1-4)
3182,0.0,Other,75.0,business storage,15.661833756229234,8.220281580441913,23.473258717051323,1.0,1.0,5,False,5.606380925319218,-122.31220245,north,2011,normal,business storage,15.649508806692475,0.0,15.649508806692475,NonResidential
3183,0.0,No Use,85.0,Housing,17.634541653894978,7.536363792395467,22.709886920964298,2.807354922057604,1.0,7,False,5.603518705387955,-122.36027527,magnolia,2011,normal,Housing,18.14828292550501,0.0,18.14828292550501,Multifamily MR (5-9)
3184,15.732723913632055,Other,90.0,Housing,16.427394694064404,7.120497098444245,22.613937582771225,2.807354922057604,1.0,3,True,5.603356495278718,-122.32038879,east,2010,normal,Other,17.49701756888934,0.0,17.49701756888934,Multifamily MR (5-9)
3185,0.0,No Use,54.0,Office,14.680799034572981,3.776103988073164,20.7963375193431,1.0,1.0,4,False,5.604296599342284,-122.3335592,lake union,1993,normal,Office,14.680799034572981,0.0,14.680799034572981,NonResidential
3186,12.064405961891042,Office,,Housing,16.27426894228196,5.767654798237347,21.78030787202905,2.321928094887362,1.0,2,False,5.6017450907536634,-122.2936698,southeast,2010,normal,Housing,16.432574522465185,0.0,16.432574522465185,Multifamily LR (1-4)
3187,0.0,No Use,92.0,Housing,14.962670114807905,2.6644828403646823,19.547704151356815,2.0,1.0,4,False,5.605221259720878,-122.26221286,northeast,2011,normal,Housing,14.962670114807905,0.0,14.962670114807905,Multifamily LR (1-4)
3188,9.634811050171718,Other,,Housing,17.063015818375955,6.9910682753603695,21.960080436904104,2.321928094887362,1.0,5,False,5.60644495420673,-122.2916183,north,2011,normal,Housing,17.07558360404767,0.0,17.07558360404767,Multifamily LR (1-4)
3189,0.0,No Use,47.0,Housing,15.323371476534984,3.685940148445977,20.690267441816314,2.807354922057604,1.0,4,False,5.6047768277400785,-122.31556702,northeast,2011,normal,Housing,15.27456015315084,0.0,15.27456015315084,Multifamily MR (5-9)
3190,0.0,No Use,90.0,Housing,14.860359557837366,2.575312330687437,19.439118659914843,2.0,1.0,4,False,5.605195145993361,-122.26219274,northeast,2011,normal,Housing,14.855598504418664,0.0,14.855598504418664,Multifamily LR (1-4)
3191,0.0,No Use,89.0,Housing,14.856085046660187,4.505255800932163,19.699545342858148,2.0,1.0,3,False,5.603468844232764,-122.3224994,east,1927,normal,Housing,14.856085046660187,0.0,14.856085046660187,Multifamily LR (1-4)
3192,13.08696550311009,Leisure,2.0,Housing,14.55170826162069,7.639376888638463,22.23972204875767,2.584962500721156,1.0,2,False,5.602823643557801,-122.3254225,downtown,1927,high outlier,Housing,14.919701336724854,13.0534168447575,15.269345872643175,Multifamily MR (5-9)
3194,14.207166881383289,Other,94.0,Housing,16.722006997509375,6.512226886513957,22.077006044437276,2.584962500721156,1.0,3,False,5.603117278602937,-122.31645203,central,2011,normal,Housing,16.87784727674752,14.275033245478703,17.09769267733238,Multifamily MR (5-9)
3195,0.0,No Use,42.0,Housing,15.22373777921099,6.003827078111476,20.806723460141203,2.0,1.0,4,False,5.605238446433625,-122.26185202,northeast,1947,normal,Housing,15.22373777921099,0.0,15.22373777921099,Multifamily LR (1-4)
3196,13.136350341454156,Leisure,,Leisure,13.518898992777315,7.155830171556525,22.240614046669876,1.0,1.0,3,False,5.603081096982916,-122.3002696,central,1968,normal,Other,14.385390590256906,0.0,14.385390590256906,Nonresidential COS
3197,0.0,No Use,,Health,17.47303186534118,11.260837225974512,25.643401891435108,3.169925001442312,1.0,3,False,5.602999324300821,-122.3226998,east,2000,normal,Other,17.441525820634038,0.0,17.441525820634038,NonResidential
3198,14.357070842773272,Other,98.0,Housing,16.6480345124869,5.563768278452033,21.286321988690805,2.807354922057604,1.0,3,False,5.603286711362543,-122.3159395,east,2012,normal,Housing,16.195103022768897,14.756139298372927,16.6480345124869,Multifamily MR (5-9)
3199,16.150203445682966,Office,,Office,16.436630219102017,8.870210577263595,25.219238881581234,2.321928094887362,1.0,2,False,5.602202662718872,-122.3235135,greater duwamish,2005,high outlier,Office,17.307040674768448,0.0,17.307040674768448,NonResidential
3200,12.518407276671365,Other,97.0,Housing,15.461287586784392,5.1081062236861285,20.453539924384845,2.807354922057604,1.0,3,False,5.603072223216191,-122.31670529,central,2012,normal,Housing,15.521078963352313,13.354524889449351,15.81117397072132,Multifamily MR (5-9)
3201,14.872722969303823,Other,23.0,business storage,15.053162259002146,6.650190123496775,23.12678795739032,2.321928094887362,1.0,7,False,5.603594427620007,-122.35764313,magnolia,2003,normal,business storage,15.053162259002146,0.0,15.053162259002146,NonResidential
3204,14.86684424390207,Housing,97.0,Office,15.022367813028454,3.4195388915137843,20.40828205155662,2.807354922057604,1.0,7,True,5.602920185033878,-122.3351985,downtown,1902,normal,Other,16.179364867483425,0.0,16.179364867483425,NonResidential
3205,15.592106599217479,Other,69.0,Housing,16.923234621009204,5.259649120649155,21.853488891111965,2.807354922057604,1.0,3,False,5.603386493799395,-122.30789948,central,2012,normal,Housing,16.97946985459074,15.47154821099913,17.41414841904162,Multifamily MR (5-9)
3206,0.0,No Use,99.0,business storage,18.164023036671388,3.8509993947164736,20.523507399137607,1.584962500721156,1.0,2,False,5.600207701299371,-122.27726192,southeast,1988,normal,business storage,15.479938113306684,0.0,15.479938113306684,NonResidential
3207,0.0,No Use,65.0,Institution,16.839843487803233,8.1184220243132,22.59700045451853,1.0,1.0,7,False,5.604120590981913,-122.3985587,magnolia,1952,normal,Institution,16.82503329905398,0.0,16.82503329905398,SPS-District K-12
3208,15.57778284915099,Other,100.0,Housing,16.972777902299715,6.6076262208454875,21.970481941420285,2.807354922057604,1.0,6,False,5.6049130961504705,-122.37221527,ballard,2012,normal,Housing,16.972777902299715,15.57778284915099,17.43769518772339,Multifamily MR (5-9)
3210,15.308658993063009,Other,99.0,Housing,17.230395775885416,6.566206293465506,21.99517470550352,2.807354922057604,1.0,3,True,5.60334302408115,-122.32479858,east,2011,normal,Housing,16.67541955979868,15.583552930466485,17.230395775885416,Multifamily MR (5-9)
3211,13.49097619227053,Other,97.0,Housing,14.765389707114757,2.475084882948783,19.31820958224271,2.807354922057604,1.0,7,False,5.603561345548639,-122.3563474,magnolia,2012,normal,Housing,14.977056274121743,13.49097619227053,15.417424019342896,Multifamily MR (5-9)
3212,0.0,No Use,,Health,15.709299252712155,9.220789431156781,24.799241151178187,1.584962500721156,1.0,5,False,5.606227725600945,-122.3364917,northwest,2012,normal,Other,15.709299252712155,0.0,15.709299252712155,NonResidential
3216,12.974952273534052,Other,62.0,Housing,15.399110998080594,5.37608196665007,20.723970848471883,2.321928094887362,1.0,2,False,5.601788239379044,-122.29461394,southeast,2012,normal,Housing,15.07806739326029,13.073806847178492,15.399110998080594,Multifamily LR (1-4)
3217,0.0,No Use,,Other,17.080598958739373,5.2712762591759255,22.363531104029175,1.584962500721156,1.0,1,False,5.600877490731073,-122.3330282,greater duwamish,2012,normal,Other,17.06527938184437,0.0,17.06527938184437,Nonresidential COS
3218,0.0,No Use,99.0,Housing,16.19392956032987,6.054414387917307,20.91962424027046,2.321928094887362,1.0,7,True,5.603964293023092,-122.3573198,magnolia,2012,normal,Housing,16.19392956032987,0.0,16.19392956032987,Multifamily LR (1-4)
3221,16.707102948995615,Health,,Other,17.29206095487061,10.591961726622676,25.343223167196,3.0,1.0,3,False,5.603172549667902,-122.32668914,east,2012,normal,Other,18.029022953149802,0.0,18.029022953149802,NonResidential
3223,0.0,No Use,99.0,Housing,17.00898659552082,6.39694722007283,21.51694698715695,3.0,1.0,7,False,5.60365558963884,-122.3427138,magnolia,2012,normal,Housing,16.47351550830037,14.784685960547726,16.863266752858188,Multifamily MR (5-9)
3224,16.207662593913284,Other,95.0,Housing,17.969015456354875,8.127994320976393,23.214603567118,3.0,1.0,7,False,5.60370925165477,-122.3426722,magnolia,2012,normal,Housing,17.983177330192582,16.207662593913284,18.35287967331408,Multifamily MR (5-9)
3225,0.0,No Use,38.0,Housing,15.874717251906626,6.652773284510777,21.812205122435703,3.0,1.0,4,False,5.604890195279697,-122.3126711,northeast,2012,normal,Housing,15.874717251906626,13.807556176858919,16.183441541194412,Multifamily MR (5-9)
3226,0.0,No Use,83.0,Health,17.881669637378,10.510190535643662,25.538294718669484,3.169925001442312,1.0,4,False,5.604705856028034,-122.2846958,northeast,2013,normal,Health,18.332110870704433,0.0,18.332110870704433,NonResidential
3227,16.124020313177418,Other,60.0,Housing,17.628815735757897,6.829849559844691,22.93935071919585,4.087462841250339,1.0,7,False,5.602981746087706,-122.33609009,downtown,2013,normal,Housing,16.882702746511292,16.163354849336326,17.56739909760709,Multifamily HR (10+)
3228,14.322843577578935,Other,92.0,Housing,14.862492073487484,2.9873208659292536,19.923135946023518,2.321928094887362,1.0,4,False,5.6043943026024,-122.3436203,lake union,2012,normal,Housing,14.964115203397395,0.0,14.964115203397395,Multifamily LR (1-4)
3230,0.0,No Use,49.0,Housing,14.770612278690653,6.06888573730101,21.0024847282008,2.321928094887362,1.0,1,False,5.601480189889095,-122.3624109,delridge,2013,normal,Housing,14.770612278690653,0.0,14.770612278690653,Multifamily LR (1-4)
3231,14.099923064051339,Housing,67.0,business storage,14.585725443300985,7.015582311680932,21.810858716847804,2.0,1.0,7,True,5.603626344986192,-122.35627747,magnolia,1918,normal,business storage,14.91040850771712,13.670545608753272,15.419729802126568,NonResidential
3232,0.0,No Use,,business storage,17.159201223357822,8.3692483528892,23.492174217169225,2.807354922057604,1.0,1,False,5.601693479271953,-122.3846207,southwest,1987,normal,Other,17.159201223357822,0.0,17.159201223357822,NonResidential
3233,0.0,No Use,82.0,Housing,15.398309482261434,6.288173968112302,21.092751335076265,2.807354922057604,1.0,7,False,5.603485139398454,-122.3320897,lake union,2013,normal,Housing,15.340928003447408,0.0,15.340928003447408,Multifamily MR (5-9)
3234,13.591872926550806,Other,95.0,Housing,16.45442782451587,5.751410160064371,21.264416255040413,3.0,1.0,7,False,5.603306461735592,-122.32879117,east,2013,normal,Housing,16.388235960883573,11.645208082774683,16.44111240728451,Multifamily MR (5-9)
3236,15.17800341231057,Other,100.0,Housing,16.872686902679185,6.705839705883682,22.14592934795,3.0,1.0,5,False,5.606759648896064,-122.34723663,northwest,2012,normal,Housing,16.339623868318597,15.17800341231057,16.872686902679185,Multifamily MR (5-9)
3237,14.259669714964458,Other,90.0,Housing,16.39638737056502,4.096767854714689,21.140418528305776,2.321928094887362,1.0,7,False,5.603648641684295,-122.34455872,magnolia,2013,normal,Housing,16.584360665239775,13.373273004422074,16.73228669115685,Multifamily LR (1-4)
3238,0.0,No Use,80.0,business storage,16.037546953962178,8.56017995776418,23.83664166752137,1.0,1.0,1,False,5.602295685364131,-122.38652922,southwest,2011,normal,business storage,16.305295837902584,0.0,16.305295837902584,NonResidential
3240,12.50432244829189,Other,99.0,Housing,14.883072813713154,4.532940288372874,19.920184186837908,2.807354922057604,1.0,7,False,5.603539863470549,-122.35957302,magnolia,2013,normal,Housing,14.409589823398669,0.0,14.409589823398669,Multifamily MR (5-9)
3242,0.0,No Use,58.0,Housing,15.418445606380741,3.3936907641874536,20.37977707208339,2.807354922057604,1.0,3,False,5.602868849495037,-122.30564117,central,2013,normal,Housing,15.229119220658594,0.0,15.229119220658594,Multifamily MR (5-9)
3243,14.905998027703365,Other,,Office,15.872698924987581,7.833712369021444,24.957468167964976,3.0,1.0,7,False,5.603312572093453,-122.33974457,downtown,1975,normal,Other,15.761758978868755,15.100046302853864,16.46849677062815,NonResidential
3244,12.500592945893834,Office,,Housing,15.365502268193117,6.264911693074464,21.430660295737773,3.0,1.0,6,False,5.60493819971633,-122.38124847,ballard,2013,normal,Housing,15.646333693380967,0.0,15.646333693380967,Multifamily MR (5-9)
