,SecondLargestPropertyUseTypeGFA,SecondLargestPropertyUseType,ENERGYSTARScore,LargestPropertyUseType,LargestPropertyUseTypeGFA,TotalGHGEmissions,SiteEnergyUse,NumberofFloors,NumberofBuildings,CouncilDistrictCode,DefaultData,Latitude,Longitude,Neighborhood,YearBuilt,Outlier,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,BuildingType
0,0.0,No Use,65.0,Housing,16.432329838906202,7.968263588541785,22.73509093530175,3.700439718141092,1.0,7,False,5.603246231927404,-122.33799744,downtown,1927,normal,Housing,16.432329838906202,0.0,16.432329838906202,NonResidential
1,13.878913052481826,Other,51.0,Housing,16.356056440393125,8.047178455318921,22.99407646829777,3.584962500721156,1.0,7,False,5.603273403924381,-122.33335756,downtown,1996,normal,Housing,16.433438738832848,13.878913052481826,16.660204858537877,NonResidential
4,16.053459271349304,Other,67.0,Housing,16.913520564269817,8.990671283975267,23.82192770536634,4.247927513443585,1.0,7,False,5.603292651459896,-122.3409238,downtown,1980,normal,Housing,16.7130508280301,13.605132229384152,16.871363836752685,NonResidential
5,0.0,No Use,,Other,16.438775611773583,8.25559514727367,23.522767446667512,1.584962500721156,1.0,7,False,5.603372316319274,-122.33676431,downtown,1999,normal,Other,15.874861310125446,15.182976218236726,16.569989075176924,Nonresidential COS
6,0.0,No Use,25.0,Housing,16.311907927725308,7.710530952499185,22.576080863006137,3.584962500721156,1.0,7,False,5.60330332612374,-122.33274086,downtown,1926,normal,Housing,16.340980144339774,0.0,16.340980144339774,NonResidential
7,0.0,No Use,,Leisure,16.648947348437492,7.650979913520719,22.615494713832,3.169925001442312,1.0,7,False,5.60326736492269,-122.33130949,downtown,1926,normal,Other,16.648947348437492,0.0,16.648947348437492,NonResidential
8,0.0,No Use,46.0,Housing,17.323204329430613,8.377687734026882,23.590779022423597,4.0,1.0,7,False,5.602961271444061,-122.33255325,downtown,1904,normal,Housing,17.323204329430613,0.0,17.323204329430613,NonResidential
9,0.0,No Use,2.0,Housing,15.776561545021838,7.417852514885898,22.129192443124136,2.807354922057604,1.0,7,False,5.602967054372262,-122.33214887,downtown,1910,normal,Housing,15.925021211749492,10.547858506058416,15.959300149550849,Multifamily MR (5-9)
11,0.0,No Use,32.0,Housing,18.360851369745546,9.500642736062806,24.724269182784063,4.700439718141092,1.0,7,False,5.603097592421369,-122.33347215,downtown,1998,normal,Housing,18.05333198783068,15.90034796320868,18.34592928591089,NonResidential
12,0.0,No Use,39.0,Housing,15.988374033702192,8.391759129187273,22.69863600121815,3.321928094887362,1.0,7,False,5.603095139309678,-122.33310536,downtown,1928,normal,Housing,15.988374033702192,0.0,15.988374033702192,NonResidential
13,15.813806237788524,Other,56.0,Housing,18.17285719025072,9.401604869714957,24.44327005987035,5.087462841250339,1.0,7,True,5.603124637812561,-122.33211517,downtown,1980,normal,Housing,17.978984110899386,15.813806237788524,18.269350438820183,NonResidential
15,15.5805235712328,Other,,Leisure,18.477196975710324,7.390942772802543,24.00617975492072,3.584962500721156,1.0,7,False,5.603082543339092,-122.33226425,downtown,2004,normal,Other,18.4374635629781,15.798699609044125,18.652288313528047,Nonresidential COS
16,15.287748446474637,Office,,Leisure,16.457653410847605,8.686815644595628,23.301772335078063,2.807354922057604,1.0,7,False,5.603046060468567,-122.33280182,downtown,1930,normal,Other,16.665002744086227,0.0,16.665002744086227,NonResidential
17,16.375192193582784,Other,30.0,Housing,18.41009520514895,9.562471405261295,24.987741035779056,4.857980995127572,1.0,7,False,5.603079130612919,-122.33063632,downtown,1983,normal,Housing,18.337700292053704,16.375192193582784,18.667201652246757,NonResidential
18,13.920538949583786,Leisure,,Leisure,14.0051859200698,8.057991722759176,22.834947992617465,2.584962500721156,1.0,7,False,5.6030484382721735,-122.33163032,downtown,1907,normal,Other,15.810094607009555,0.0,15.810094607009555,NonResidential
20,0.0,No Use,67.0,Other,19.034968179646615,10.641220865859921,25.668515651790873,3.4594316186372973,1.0,7,False,5.602962949451433,-122.33052826,downtown,1916,normal,Other,19.043564027825457,0.0,19.043564027825457,NonResidential
21,0.0,No Use,,Other,18.55552904884284,10.810908973871836,25.601141034226284,4.321928094887363,1.0,3,False,5.602989898819529,-122.32830048,downtown,1985,normal,Other,18.55552904884284,0.0,18.55552904884284,NonResidential
22,0.0,No Use,96.0,Institution,15.831727836571506,5.17672169288105,20.471817087773886,1.584962500721156,1.0,2,True,5.601271647974173,-122.2685843,southeast,1961,normal,Institution,15.77902676916568,0.0,15.77902676916568,SPS-District K-12
23,14.90063099257937,Other,85.0,Housing,15.823939387650366,6.687620632084895,21.88792525623098,2.807354922057604,1.0,4,False,5.604650563623799,-122.3173925,northeast,2001,normal,Housing,15.823939387650366,14.90063099257937,16.43490509114863,NonResidential
24,0.0,No Use,,Institution,16.931580110838336,8.274261661257048,23.223107004233785,3.0,1.0,7,False,5.603430312952877,-122.3369292,downtown,1928,normal,Institution,16.94984950341022,0.0,16.94984950341022,NonResidential
25,0.0,No Use,,business storage,16.036710229647596,3.4168397419128294,20.405322237537494,1.584962500721156,1.0,7,False,5.6033268213830505,-122.33040102,downtown,1930,normal,Other,16.036710229647596,0.0,16.036710229647596,NonResidential
26,15.358136056913853,Other,,Housing,16.781833532339864,7.968263588541785,22.298755931292508,3.169925001442312,1.0,7,False,5.603270345698024,-122.32923126,east,1991,normal,Housing,16.970015989067306,14.887125397500434,17.275733501219456,NonResidential
27,0.0,No Use,20.0,Housing,16.976004657382457,8.325215494683038,23.394529944648035,3.4594316186372973,1.0,7,True,5.6034206902838415,-122.33005445,downtown,2001,normal,Housing,17.027409293709027,15.22437858332084,17.39093303550219,NonResidential
28,0.0,No Use,57.0,Institution,16.94708897502536,7.9396379786999844,22.583074271938578,1.0,1.0,3,False,5.6035697845946215,-122.3053887,central,1955,normal,Institution,16.94708897502536,0.0,16.94708897502536,SPS-District K-12
29,0.0,No Use,60.0,Housing,15.550596496822152,6.983791683165783,22.049830938319623,2.584962500721156,1.0,7,False,5.603355448628003,-122.34197968,downtown,1978,normal,Housing,15.672066170513107,13.983795245160282,16.061940698367035,NonResidential
30,0.0,No Use,80.0,Institution,17.3253581636592,8.029949748142135,22.606867611519395,1.584962500721156,1.0,5,True,5.606149483544681,-122.29379175,north,1949,normal,Institution,17.293525533353776,0.0,17.293525533353776,SPS-District K-12
31,0.0,No Use,94.0,Institution,15.751517907912392,3.494415610397496,20.48988421076927,1.584962500721156,1.0,7,True,5.603864630637765,-122.35245717,magnolia,1989,normal,Institution,15.654608060378443,0.0,15.654608060378443,SPS-District K-12
32,14.147999842060191,Institution,,Office,15.321364432039447,7.2325648297287755,21.9274980389903,2.0,1.0,4,False,5.604780501192328,-122.33172174,lake union,1906,normal,Office,16.413082452286606,0.0,16.413082452286606,NonResidential
33,0.0,No Use,20.0,Housing,16.32108251801004,7.932923373835633,22.82294225806205,2.321928094887362,1.0,4,False,5.604837905561855,-122.29889419,northeast,1994,normal,Housing,16.32108251801004,0.0,16.32108251801004,NonResidential
34,0.0,No Use,77.0,business storage,14.678710163506825,2.2357270598380583,18.2265721237695,1.584962500721156,1.0,4,False,5.604744560487799,-122.29612323,northeast,1955,normal,business storage,16.94757986819012,0.0,16.94757986819012,NonResidential
36,0.0,No Use,91.0,Institution,15.74680295723429,4.896271848807375,20.658934051201378,1.584962500721156,1.0,7,False,5.604583237416811,-122.39065097,magnolia,1990,normal,Institution,15.74680295723429,0.0,15.74680295723429,SPS-District K-12
37,0.0,No Use,88.0,Institution,17.48039577856992,8.02053553705529,22.570203152455143,1.584962500721156,1.0,4,True,5.605329881009618,-122.2939354,northeast,1950,normal,Institution,17.421653954955087,0.0,17.421653954955087,SPS-District K-12
38,15.262792233936937,business storage,57.0,Office,15.76245990227416,6.955126781261366,22.52703737939342,1.584962500721156,1.0,6,False,5.604836651581407,-122.3860321,ballard,1961,normal,Office,16.534135668981712,0.0,16.534135668981712,NonResidential
40,0.0,No Use,95.0,Institution,17.417127294011504,7.981396031972149,22.7553421781165,2.0,1.0,6,False,5.605522435137646,-122.33616192,northwest,1954,normal,Institution,17.417127294011504,0.0,17.417127294011504,NonResidential
41,14.783305219747794,Institution,,business storage,15.230320715661113,5.3529703382459335,21.03393309328942,2.0,1.0,7,False,5.603273537768006,-122.35096928,downtown,1911,normal,business storage,16.107114886523497,0.0,16.107114886523497,NonResidential
43,16.00310060861446,business storage,79.0,Office,16.659299120057103,6.027463723408577,23.13537142798142,2.584962500721156,1.0,7,False,5.603212087696288,-122.3363484,downtown,1973,normal,Office,17.359097510267176,0.0,17.359097510267176,NonResidential
46,14.520434526311899,Leisure,,Leisure,14.520434526311899,9.190837054478381,23.893557432815573,1.584962500721156,1.0,7,False,5.603146602433388,-122.3374176,downtown,1926,normal,Other,15.681403143736903,0.0,15.681403143736903,NonResidential
47,13.31797782240712,business storage,75.0,Housing,15.220264951354348,6.8209447918806925,21.49391553553141,2.321928094887362,1.0,7,False,5.6031733901813245,-122.3403842,downtown,1900,normal,Housing,15.562242424221072,0.0,15.562242424221072,Multifamily LR (1-4)
50,13.745149077321818,Other,99.0,Housing,15.335285666174252,6.998082647124651,22.26510193225709,3.0,1.0,7,True,5.603177991924274,-122.3414255,downtown,1985,normal,Housing,16.11859641296885,0.0,16.11859641296885,NonResidential
51,14.691034645093644,Leisure,99.0,Housing,16.43112212561789,7.720552091605108,22.278345092825212,3.0,1.0,7,False,5.603227306075999,-122.3408486,downtown,1908,normal,Housing,16.90608026099766,0.0,16.90608026099766,NonResidential
53,11.551227603598289,Leisure,83.0,Housing,16.714621170588668,7.589314072607981,22.680649469911085,3.0,1.0,7,False,5.603487240225855,-122.3428044,lake union,2000,normal,Housing,16.82026623564383,15.084144010615145,17.198962937395542,NonResidential
54,14.7885654103293,Other,84.0,Housing,16.433243112534587,7.417936880550136,22.519912388376707,2.807354922057604,1.0,7,False,5.603484426065968,-122.3432115,lake union,1997,normal,Housing,16.42687077425533,14.78345870066507,16.827503976139074,NonResidential
55,0.0,No Use,81.0,Housing,17.247510349949863,7.300032180101145,22.721359157406464,2.807354922057604,1.0,7,False,5.603492999088444,-122.3596901,magnolia,1998,normal,Housing,16.85889162267948,15.165260331104939,17.247510349949863,NonResidential
56,0.0,No Use,77.0,Institution,15.775018638034624,7.135657989368776,21.567058771175564,2.0,1.0,3,False,5.603906855364789,-122.3080163,east,1911,normal,Institution,15.775018638034624,0.0,15.775018638034624,NonResidential
57,15.454170751271983,Other,94.0,Housing,16.25214797976178,7.413543310997761,22.331225858324938,2.321928094887362,1.0,7,False,5.603625827544422,-122.3445605,magnolia,1999,normal,Housing,16.25214797976178,15.454170751271983,16.90763006904726,NonResidential
58,0.0,No Use,65.0,Office,15.746750482239163,6.434795003550544,21.740965725812636,1.584962500721156,1.0,3,False,5.603134094171157,-122.3095441,central,1962,normal,Office,15.746750482239163,0.0,15.746750482239163,NonResidential
59,0.0,Other,50.0,Housing,18.176767265614245,10.860962797858116,25.439183257765052,2.584962500721156,1.0,1,False,5.601648196677539,-122.378518,southwest,1922,normal,Housing,17.731345550910746,0.0,17.731345550910746,NonResidential
60,0.0,No Use,1.0,Housing,16.511104036326195,9.236014191900084,23.96470652783692,1.584962500721156,1.0,5,False,5.606557517423046,-122.3562998,northwest,1970,normal,Housing,16.511104036326195,0.0,16.511104036326195,NonResidential
61,14.339641264543685,Other,68.0,Housing,15.951557926792594,6.229587922740652,21.92402269032961,2.807354922057604,1.0,7,False,5.603475288910305,-122.3320457,lake union,2008,normal,Housing,15.951557926792594,14.339641264543685,16.359886796473766,NonResidential
63,0.0,No Use,48.0,Health,17.449720953093617,9.141545190544408,24.169496968680054,2.0,1.0,3,False,5.603255324237061,-122.3213373,east,1965,normal,Health,17.449720953093617,0.0,17.449720953093617,NonResidential
64,0.0,No Use,24.0,Housing,16.22565933829125,8.003602236680196,22.7859490833811,3.0,1.0,3,True,5.6031502996274725,-122.3268374,east,1908,normal,Housing,16.22565933829125,0.0,16.22565933829125,NonResidential
65,14.34907385069378,Other,,Health,15.294010403449818,8.799022528441553,23.861424789773356,2.807354922057604,1.0,3,False,5.603131202747917,-122.3266192,east,1983,normal,Other,17.36758538544032,14.174769673304432,17.517307992541678,NonResidential
66,0.0,No Use,95.0,business storage,16.137171277553147,5.3466023752989855,20.03480567791853,1.584962500721156,1.0,7,False,5.603548459604026,-122.33805,lake union,1929,normal,business storage,15.831727836571506,0.0,15.831727836571506,NonResidential
67,17.201578347092894,Other,96.0,Office,17.998254352306674,7.044721967340978,23.66501619396984,2.584962500721156,1.0,7,False,5.603605082249061,-122.33589247,lake union,2010,normal,Office,18.270965958061765,0.0,18.270965958061765,NonResidential
68,15.653348932151198,Other,40.0,Housing,17.84713688988927,8.994862533508575,24.16646354231811,3.0,1.0,3,False,5.60366667757693,-122.333131,lake union,1990,normal,Housing,17.861195976598186,15.450148020771925,18.109749051572763,NonResidential
69,0.0,No Use,,Other,18.489350161080733,9.572719171800072,24.80623773254754,1.0,1.0,7,False,5.603514806774056,-122.3534322,magnolia,1962,normal,Other,16.97702272372448,0.0,16.97702272372448,Nonresidential COS
71,0.0,No Use,,Other,18.087322982226357,9.816679697610459,24.696312640082304,2.584962500721156,1.0,7,False,5.603534080464218,-122.3502752,magnolia,1938,normal,Other,18.595454183284694,0.0,18.595454183284694,Nonresidential COS
72,18.245162715896566,Other,89.0,Office,19.191719514445804,9.317322159829551,25.314746726432233,3.700439718141092,1.0,7,False,5.603507591091128,-122.33592466,lake union,2010,normal,Office,19.12396476090495,0.0,19.12396476090495,NonResidential
73,0.0,No Use,,Other,15.666251746671813,6.605701738949982,21.32798730362707,1.584962500721156,1.0,7,False,5.603594786336033,-122.35193,magnolia,1962,normal,Other,15.600406592570831,0.0,15.600406592570831,Nonresidential COS
74,0.0,No Use,,Other,16.720685145051128,2.8972404255747994,19.819064206025438,1.0,1.0,7,False,5.603593138733897,-122.3499699,magnolia,1928,normal,Other,15.889337591383281,0.0,15.889337591383281,Nonresidential COS
75,0.0,No Use,,Other,18.175242524252536,8.64208780499268,24.31203005001316,1.584962500721156,1.0,7,False,5.603593138733897,-122.3499699,magnolia,1928,normal,Other,17.999477077983165,0.0,17.999477077983165,Nonresidential COS
76,12.339293300180094,Office,,Office,15.486237964110657,4.963011647599427,22.04592459909886,1.584962500721156,1.0,7,False,5.6035944495761605,-122.3483417,magnolia,1986,normal,Office,15.963279938084185,11.200285605224298,16.015436832038727,NonResidential
78,14.389026280635749,Other,72.0,Office,15.567094525475099,5.54936113292434,21.65558749657167,2.321928094887362,1.0,7,False,5.603489396834756,-122.3584269,magnolia,1970,normal,Office,15.617811797617934,14.662390222733428,16.217768415002496,NonResidential
79,15.172700957200686,Other,52.0,Housing,15.872121741146492,7.125981653854716,22.27106943338781,2.807354922057604,1.0,7,False,5.603565368655298,-122.3571048,magnolia,2002,normal,Housing,16.302156945447614,15.172700957200686,16.84523275392028,NonResidential
80,0.0,Leisure,51.0,Housing,15.610159751187323,7.624539603781834,22.409368404211165,2.321928094887362,1.0,4,False,5.604597597208715,-122.3175345,northeast,1962,normal,Housing,15.610159751187323,0.0,15.610159751187323,NonResidential
81,0.0,No Use,85.0,Institution,16.190152617357434,4.7114949066500875,20.82479873735278,2.0,1.0,1,False,5.601774145111402,-122.3579283,delridge,1999,normal,Institution,16.184352364134337,0.0,16.184352364134337,SPS-District K-12
82,0.0,No Use,43.0,Institution,16.04780555400759,6.021257620560519,21.135264010723493,2.0,1.0,3,False,5.6036629808158605,-122.3081985,east,1923,normal,Institution,16.04780555400759,0.0,16.04780555400759,NonResidential
83,0.0,No Use,100.0,Institution,17.56647775571506,7.851624127346895,22.489807545146242,2.807354922057604,1.0,3,False,5.603654745252607,-122.304164,east,1908,normal,Institution,17.56647775571506,0.0,17.56647775571506,NonResidential
84,15.125776681679213,Other,71.0,Office,15.958598025493385,4.997744026059632,22.081814653100352,2.0,1.0,3,False,5.602411379231607,-122.3012707,southeast,2003,normal,Office,15.958598025493385,15.125776681679213,16.60145162413571,NonResidential
85,0.0,No Use,71.0,Institution,15.89002672205838,3.9990980337056072,21.035986420389108,1.584962500721156,1.0,2,True,5.602092956850937,-122.2906221,southeast,1991,normal,Institution,15.846812568432341,0.0,15.846812568432341,SPS-District K-12
86,0.0,No Use,65.0,Institution,17.010844950000898,7.73125113789623,22.480303566753584,1.0,1.0,2,True,5.601786014868749,-122.3112112,greater duwamish,1957,normal,Institution,16.997697724034325,0.0,16.997697724034325,SPS-District K-12
88,0.0,No Use,84.0,Institution,16.508336416103855,6.620293149948603,21.551028534244775,1.584962500721156,1.0,7,True,5.603974460529769,-122.3589452,magnolia,1964,normal,Institution,16.508336416103855,0.0,16.508336416103855,SPS-District K-12
89,0.0,No Use,,Other,15.5805235712328,5.521050736900963,22.61935960514811,2.321928094887362,1.0,4,False,5.605118107876521,-122.315342,northeast,1941,normal,Other,15.786524895098022,0.0,15.786524895098022,NonResidential
90,0.0,Other,,Other,16.86238310083188,7.131754090984813,22.089249382996606,1.584962500721156,1.0,4,False,5.605128896489628,-122.3161909,northeast,1929,normal,Other,17.65881815083824,0.0,17.65881815083824,NonResidential
91,0.0,Other,86.0,Housing,15.649228104878047,7.127942749186333,21.881924997624267,2.321928094887362,1.0,5,False,5.606775970881911,-122.3462382,northwest,2001,normal,Housing,15.649228104878047,0.0,15.649228104878047,NonResidential
92,0.0,No Use,88.0,Institution,17.009194412821167,7.005849075696688,21.90947929353027,1.584962500721156,1.0,5,True,5.6065799725774275,-122.3539331,northwest,1963,normal,Institution,16.999361459110844,0.0,16.999361459110844,SPS-District K-12
93,0.0,No Use,95.0,Institution,17.905880543437068,8.562585882154105,23.31621219099147,1.0,1.0,5,True,5.606618617021165,-122.3375948,northwest,1959,normal,Institution,17.905880543437068,0.0,17.905880543437068,SPS-District K-12
94,0.0,No Use,75.0,Housing,16.107584896314556,6.4822029262959555,21.65340972782181,2.0,1.0,5,True,5.606598471361254,-122.3410974,northwest,2002,normal,Housing,16.077212116712474,0.0,16.077212116712474,NonResidential
95,0.0,No Use,75.0,Institution,16.022996254201086,3.9231491804723087,20.95523200641152,2.0,1.0,6,True,5.604508670407123,-122.3490987,lake union,1991,normal,Institution,16.022996254201086,0.0,16.022996254201086,SPS-District K-12
96,14.217654833364023,Other,97.0,Housing,17.54306959139285,7.240600549955795,22.72561505846151,2.584962500721156,1.0,7,False,5.603026019206927,-122.33677673,downtown,1904,normal,Housing,17.54306959139285,0.0,17.54306959139285,NonResidential
97,0.0,No Use,,Leisure,17.533747963193438,8.406119950882756,23.756265355005134,2.807354922057604,1.0,7,False,5.6031250019878405,-122.3369663,downtown,1998,normal,Other,18.116044384079373,0.0,18.116044384079373,Nonresidential COS
99,0.0,No Use,91.0,Institution,15.821400307448931,3.613531652917927,20.62128459731037,1.584962500721156,1.0,6,True,5.604970224314787,-122.3622592,ballard,1991,normal,Institution,15.76056402819308,0.0,15.76056402819308,SPS-District K-12
100,14.834668557690861,Office,,Other,15.383839268854455,7.794025896070426,23.314842649926593,2.321928094887362,1.0,2,False,5.602931324338935,-122.32771508,downtown,2006,normal,Other,15.90023001791468,0.0,15.90023001791468,Nonresidential COS
101,0.0,No Use,,Leisure,15.823790153627659,5.459103696135399,20.985813453410074,2.321928094887362,1.0,2,False,5.602827883650582,-122.3228283,downtown,1910,normal,Other,16.152066931992618,0.0,16.152066931992618,NonResidential
102,14.996694148411681,Other,75.0,Housing,16.79491079399701,7.707566202632283,22.886338306822665,2.321928094887362,1.0,7,False,5.603643301782577,-122.347197,magnolia,1996,normal,Housing,17.1754618354794,13.793704903944487,17.30761885400159,NonResidential
103,0.0,No Use,92.0,Institution,18.143647277317704,7.515147882149842,23.06049210432163,2.321928094887362,1.0,2,True,5.6021732332695,-122.2928463,southeast,1990,normal,Institution,18.143647277317704,0.0,18.143647277317704,SPS-District K-12
104,0.0,No Use,,Institution,15.984173656976454,5.938991438775543,21.393924057871644,2.0,1.0,3,False,5.60332850104262,-122.3217405,east,1915,normal,Institution,15.950624239370182,0.0,15.950624239370182,NonResidential
105,0.0,No Use,,Institution,18.881666650441023,9.715601700373337,25.157721814855822,1.584962500721156,1.0,1,False,5.601265810696612,-122.3500523,delridge,1970,normal,Institution,18.75065465304127,0.0,18.75065465304127,Campus
106,12.271754805646474,Office,,Office,16.494058657834646,7.814614507639093,23.95295821431814,1.584962500721156,1.0,4,False,5.605210955182087,-122.2641702,northeast,2002,normal,Office,16.555263158797317,0.0,16.555263158797317,NonResidential
107,0.0,No Use,,Office,16.060864776563502,7.730164413083572,22.64902697475969,1.0,1.0,2,False,5.602722645038034,-122.3218127,greater duwamish,1950,normal,Other,16.039540263477733,0.0,16.039540263477733,Nonresidential COS
108,0.0,No Use,62.0,Institution,17.9574421741503,8.522032202196506,23.69806207100269,2.0,1.0,3,True,5.603033433793814,-122.3018326,central,2008,normal,Institution,17.9574421741503,0.0,17.9574421741503,SPS-District K-12
109,0.0,No Use,92.0,Institution,16.265999547890495,5.766860143829545,21.22296702377504,2.0,1.0,2,True,5.600348989526259,-122.2588187,southeast,2001,normal,Institution,16.265999547890495,0.0,16.265999547890495,SPS-District K-12
110,0.0,No Use,83.0,Institution,16.031765807293333,5.332349900373874,21.112079923463828,2.0,1.0,3,True,5.6032493074178715,-122.2908219,central,2002,normal,Institution,16.031765807293333,0.0,16.031765807293333,SPS-District K-12
111,0.0,No Use,90.0,Institution,16.585754779190466,6.384567923173826,21.639091593296747,2.0,1.0,2,True,5.600785186394353,-122.28844452,greater duwamish,2000,normal,Institution,16.585754779190466,0.0,16.585754779190466,SPS-District K-12
112,14.609698181084322,Other,,Office,14.65318096532758,5.92148393743373,22.041482362221153,1.0,1.0,2,False,5.601051682901912,-122.2840532,greater duwamish,1958,normal,Office,15.740992892179884,0.0,15.740992892179884,NonResidential
113,15.21139403209815,Office,,Housing,15.504446599149581,6.716579420796345,20.94427667873216,2.584962500721156,1.0,2,False,5.601051682901912,-122.2840532,greater duwamish,2009,normal,Other,16.454781225447363,0.0,16.454781225447363,NonResidential
114,0.0,No Use,,Institution,15.68310427347766,6.73226919950145,22.069016023609116,1.584962500721156,1.0,7,False,5.604413468172274,-122.3615464,magnolia,1980,normal,Institution,15.68310427347766,0.0,15.68310427347766,NonResidential
115,0.0,No Use,88.0,Housing,17.048156899804848,6.954428984371879,22.074980274665226,2.321928094887362,1.0,7,False,5.604390516074133,-122.3638034,magnolia,2001,normal,Housing,16.639637470799205,15.194641446512776,17.09094975043906,NonResidential
116,0.0,Other,96.0,Institution,17.8567051501398,7.672213165334465,22.940732615911422,1.584962500721156,1.0,5,False,5.606081971637973,-122.294626,north,2011,normal,Institution,17.853059742827735,0.0,17.853059742827735,SPS-District K-12
117,16.257792954453258,Other,,Other,17.06976442054843,8.642268351758643,23.728782472563765,2.807354922057604,1.0,3,False,5.603006625043846,-122.3153334,central,1971,normal,Other,17.93722437470082,0.0,17.93722437470082,NonResidential
118,0.0,No Use,97.0,Institution,15.932191678999837,5.646162657157894,20.812817350665142,2.0,1.0,6,True,5.60547488098419,-122.3598407,northwest,2002,normal,Institution,15.932191678999837,0.0,15.932191678999837,SPS-District K-12
119,13.872771056734152,business storage,19.0,Office,14.872722969303823,5.762083003567673,21.675586249572895,2.0,1.0,2,False,5.600963235488798,-122.3186034,greater duwamish,2007,normal,Office,15.966144913345602,0.0,15.966144913345602,NonResidential
120,14.606000294378083,Leisure,98.0,business storage,18.94622094118576,9.582254908357664,24.792893385588634,1.0,1.0,5,True,5.606072799084626,-122.3267018,north,1951,normal,business storage,19.015741712648673,0.0,19.015741712648673,NonResidential
121,0.0,No Use,,Health,15.52077212447224,7.965841991309597,22.86005581934068,2.0,1.0,5,False,5.606034932657693,-122.3217548,north,1964,normal,Other,15.726670527446998,0.0,15.726670527446998,NonResidential
122,0.0,No Use,75.0,business storage,16.896533447545696,6.04745114041639,23.074815849780652,2.321928094887362,1.0,5,True,5.606086394098214,-122.32534027,north,1965,normal,business storage,16.9239657664746,0.0,16.9239657664746,NonResidential
124,13.909330593006835,Other,74.0,Office,14.80559274394565,6.348551125573773,21.559903574554543,2.0,1.0,5,False,5.606132117828183,-122.3346575,northwest,1996,normal,Other,15.758717702825892,0.0,15.758717702825892,NonResidential
125,0.0,No Use,82.0,Institution,17.889385128206275,6.90797221133397,23.057316365339055,1.584962500721156,1.0,6,True,5.60516202829038,-122.3739682,ballard,1999,normal,Institution,17.889385128206275,0.0,17.889385128206275,SPS-District K-12
128,0.0,No Use,72.0,Institution,17.401962784715526,8.14639047567022,22.710505669957637,1.584962500721156,1.0,2,True,5.6012977195909714,-122.2820193,southeast,1952,normal,Institution,17.401962784715526,0.0,17.401962784715526,SPS-District K-12
129,0.0,No Use,77.0,Institution,17.08545171157695,7.476543706214256,22.252924089212918,1.0,1.0,1,True,5.60134174725023,-122.3620019,delridge,1963,normal,Institution,17.149092138425857,0.0,17.149092138425857,SPS-District K-12
131,0.0,No Use,89.0,Institution,17.490333835087608,8.205157883920094,22.938277348217966,1.584962500721156,1.0,2,True,5.600621647943754,-122.2660141,southeast,1960,normal,Institution,17.490333835087608,0.0,17.490333835087608,SPS-District K-12
132,0.0,No Use,79.0,Institution,17.290153877214806,7.7348450781894975,22.436049388531092,1.0,1.0,6,True,5.605757919265942,-122.3778526,ballard,1959,normal,Institution,17.290153877214806,0.0,17.290153877214806,SPS-District K-12
133,0.0,No Use,82.0,business storage,17.83704270507587,8.328001662149257,22.81337882106461,1.0,1.0,2,False,5.601655130207383,-122.3332277,greater duwamish,1937,normal,business storage,17.83704270507587,0.0,17.83704270507587,NonResidential
134,0.0,No Use,76.0,business storage,15.997576449782109,5.076815597050831,21.3760485294892,1.0,1.0,1,False,5.60054681671989,-122.3668974,delridge,1966,normal,business storage,15.987819129644853,0.0,15.987819129644853,NonResidential
135,0.0,No Use,31.0,business storage,16.048635869858273,8.529938043646643,23.18872495876484,1.0,1.0,1,False,5.60054681671989,-122.3668974,delridge,1965,normal,business storage,16.047848145934402,0.0,16.047848145934402,NonResidential
136,0.0,No Use,93.0,Institution,18.48889532806005,8.089159131911238,23.547889563240428,1.584962500721156,1.0,1,False,5.6007952699040615,-122.3666556,delridge,2010,normal,Institution,18.48889532806005,0.0,18.48889532806005,SPS-District K-12
137,0.0,No Use,86.0,Institution,15.514159254406481,5.9818526532897405,20.86635829845881,1.0,1.0,1,True,5.6004456179378685,-122.3706774,delridge,1958,normal,Institution,15.514159254406481,0.0,15.514159254406481,SPS-District K-12
138,0.0,No Use,67.0,Institution,17.05525065586074,7.487840033823051,22.374129418340807,2.0,1.0,3,True,5.602822791262915,-122.3039472,central,1963,normal,Institution,17.05525065586074,0.0,17.05525065586074,SPS-District K-12
139,0.0,No Use,,Other,15.773164968901117,5.771093251699539,20.743257426249773,2.0,1.0,6,False,5.60518951662135,-122.3962337,ballard,1973,normal,Other,15.773164968901117,0.0,15.773164968901117,NonResidential
140,0.0,No Use,92.0,Institution,16.039861507244147,5.452858964713811,20.98525964839946,1.584962500721156,1.0,2,True,5.601160846519339,-122.27677917,southeast,2004,normal,Institution,16.039861507244147,0.0,16.039861507244147,SPS-District K-12
141,0.0,No Use,,business storage,15.66869112017254,5.341274183692175,20.17864661687214,1.584962500721156,1.0,1,False,5.601252612691996,-122.3773622,southwest,1969,normal,business storage,15.66869112017254,0.0,15.66869112017254,NonResidential
143,14.872722969303823,Other,82.0,Housing,16.919061165778448,8.18204667415453,23.095721196617728,2.584962500721156,1.0,3,False,5.603765913083309,-122.3290596,lake union,1998,normal,Housing,16.51916014880832,14.872722969303823,16.919061165778448,NonResidential
